"ID","CHR","MAPINFO","custom_Name","chr","custom_Group","repName","repClass","repFamily"
"cg13224059","16",23451966,"COG7","chr16","Body","AluJo","SINE","Alu"
"cg05325390","16",23464715,"COG7","chr16","TSS1500","AluJr","SINE","Alu"
"cg27196102","16",23464713,"COG7","chr16","TSS1500","AluJr","SINE","Alu"
"cg25386019","16",23464723,"COG7","chr16","TSS1500","AluJr","SINE","Alu"
"cg18284050","16",23473154,"","chr16","","AluJr","SINE","Alu"
"cg13274304","16",23509469,"GGA2","chr16","Body","AluSx","SINE","Alu"
"cg07135701","16",23519441,"GGA2","chr16","Body","AluSz","SINE","Alu"
"cg01522095","16",23522771,"GGA2","chr16","TSS1500","AluSx3","SINE","Alu"
"cg06250423","16",23525878,"","chr16","","AluJb","SINE","Alu"
"cg24639189","16",23550039,"EARS2","chr16","Body","AluJo","SINE","Alu"
"cg06454126","16",23558157,"EARS2","chr16","Body","AluJb","SINE","Alu"
"ch.16.726563F","16",23562873,"EARS2","chr16","Body","AluJo","SINE","Alu"
"cg00551654","16",23565444,"EARS2","chr16","Body","AluJb","SINE","Alu"
"cg26736868","16",23567971,"UBFD1","chr16","TSS1500","AluSp","SINE","Alu"
"cg02492146","16",23579867,"UBFD1","chr16","Body","AluSx1","SINE","Alu"
"cg07406704","16",23592608,"NDUFAB1","chr16","3'UTR","AluSx","SINE","Alu"
"cg11369860","16",23615809,"PALB2","chr16","Body","AluSx","SINE","Alu"
"cg03256910","16",23617021,"PALB2","chr16","Body","AluSz","SINE","Alu"
"cg25382344","16",23617019,"PALB2","chr16","Body","AluSz","SINE","Alu"
"cg07829209","16",23694534,"PLK1","chr16","Body","AluY","SINE","Alu"
"cg09979356","16",23725375,"ERN2","chr16","TSS1500","AluSq2","SINE","Alu"
"cg03124998","16",23763015,"","chr16","","AluSz","SINE","Alu"
"cg03491704","16",23763023,"","chr16","","AluSz","SINE","Alu"
"cg00160777","16",23764590,"CHP2","chr16","TSS1500","AluSp","SINE","Alu"
"cg03373709","16",23939740,"PRKCB","chr16","Body","AluSq2","SINE","Alu"
"cg06485596","16",24112658,"PRKCB","chr16","Body","AluJr","SINE","Alu"
"cg06419562","16",24148747,"PRKCB","chr16","Body","AluJo","SINE","Alu"
"cg16905413","16",24185433,"PRKCB","chr16","Body","AluJo","SINE","Alu"
"cg16586227","16",24359682,"CACNG3","chr16","Body","AluJr","SINE","Alu"
"cg08697545","16",24520258,"","chr16","","AluSx","SINE","Alu"
"cg02615938","16",24635788,"CTD-2540M10.1","chr16","5'UTR","AluJb","SINE","Alu"
"cg07689148","16",24753224,"TNRC6A","chr16","Body","AluJr","SINE","Alu"
"cg22463563","16",24815208,"TNRC6A","chr16","Body","AluSz","SINE","Alu"
"cg21368532","16",24857080,"SLC5A11","chr16","TSS1500","AluSp","SINE","Alu"
"cg02960294","16",24857088,"SLC5A11","chr16","TSS1500","AluSp","SINE","Alu"
"cg07099998","16",24856891,"SLC5A11","chr16","TSS1500","AluSp","SINE","Alu"
"cg15808814","16",24925253,"","chr16","","AluJb","SINE","Alu"
"cg05737718","16",24951793,"ARHGAP17","chr16","Body","AluJr","SINE","Alu"
"cg10370729","16",25027089,"ARHGAP17","chr16","TSS1500","AluSx1","SINE","Alu"
"cg27145042","16",25026956,"ARHGAP17","chr16","TSS1500","AluSx1","SINE","Alu"
"cg26979044","16",25045552,"","chr16","","AluJo","SINE","Alu"
"cg01224647","16",25115281,"LCMT1-AS1","chr16","Body","AluY","SINE","Alu"
"cg04403124","16",25120078,"LCMT1-AS1","chr16","Body","AluSq","SINE","Alu"
"cg25549122","16",25138449,"LCMT1","chr16","Body","AluJr","SINE","Alu"
"cg01233625","16",25170866,"LCMT1","chr16","Body","AluJr","SINE","Alu"
"cg01234685","16",25237020,"AQP8","chr16","Body","AluY","SINE","Alu"
"ch.16.779861F","16",25550771,"","chr16","","AluJr","SINE","Alu"
"cg27534317","16",25914187,"HS3ST4","chr16","Body","AluJo","SINE","Alu"
"cg12035625","16",26332794,"AC009158.1","chr16","5'UTR","AluSz","SINE","Alu"
"cg03713826","16",27077852,"C16orf82","chr16","TSS1500","AluSx1","SINE","Alu"
"cg17733601","16",27188106,"RP11-673P17.4","chr16","TSS200","AluSx","SINE","Alu"
"cg27025777","16",27264112,"NSMCE1","chr16","Body","AluSq2","SINE","Alu"
"cg06364293","16",27270361,"NSMCE1","chr16","5'UTR","AluSx1","SINE","Alu"
"cg22687718","16",27275626,"NSMCE1","chr16","5'UTR","AluJb","SINE","Alu"
"cg27416629","16",27351105,"IL4R","chr16","5'UTR","AluSx1","SINE","Alu"
"cg23950090","16",27560203,"KIAA0556","chr16","TSS1500","AluSx","SINE","Alu"
"cg03194151","16",27564888,"KIAA0556","chr16","Body","AluJo","SINE","Alu"
"cg03749039","16",27672111,"KIAA0556","chr16","Body","FAM","SINE","Alu"
"cg20754235","16",27712635,"KIAA0556","chr16","Body","AluJo","SINE","Alu"
"cg26915384","16",27896619,"GSG1L","chr16","Body","AluJo","SINE","Alu"
"cg20367690","16",27900575,"GSG1L","chr16","TSS1500","AluJr","SINE","Alu"
"cg12493936","16",27922194,"GSG1L","chr16","Body","AluJb","SINE","Alu"
"cg23628404","16",28008374,"GSG1L","chr16","Body","AluSx","SINE","Alu"
"cg22632871","16",28009874,"GSG1L","chr16","Body","AluJr4","SINE","Alu"
"cg00201797","16",28009836,"GSG1L","chr16","Body","AluJr4","SINE","Alu"
"cg14918689","16",28020418,"GSG1L","chr16","Body","AluSx1","SINE","Alu"
"cg04674421","16",28079611,"","chr16","","AluJr4","SINE","Alu"
"cg07474324","16",28227095,"","chr16","","AluSx","SINE","Alu"
"cg08365057","16",28292278,"","chr16","","AluSx","SINE","Alu"
"cg26814565","16",28501491,"CLN3","chr16","Body","AluSx","SINE","Alu"
"cg10466221","16",28503997,"CLN3","chr16","TSS1500","AluJr","SINE","Alu"
"cg15972191","16",28504632,"CLN3","chr16","TSS1500","AluJb","SINE","Alu"
"cg06723057","16",28549923,"NUPR1","chr16","Body","AluJo","SINE","Alu"
"cg13573081","16",28552719,"","chr16","","AluJr","SINE","Alu"
"cg23053545","16",28563800,"CCDC101","chr16","TSS1500","AluSx4","SINE","Alu"
"cg03825855","16",28568244,"CCDC101","chr16","5'UTR","AluJr4","SINE","Alu"
"cg07298257","16",28583885,"CCDC101","chr16","5'UTR","AluSq","SINE","Alu"
"cg01621080","16",28608125,"SULT1A2","chr16","5'UTR","AluJr","SINE","Alu"
"cg00817529","16",28629596,"SULT1A1","chr16","Body","AluJb","SINE","Alu"
"cg09351569","16",28632419,"SULT1A1","chr16","Body","AluSx","SINE","Alu"
"cg00765635","16",28635374,"SULT1A1","chr16","TSS1500","AluSg","SINE","Alu"
"cg15175648","16",28635358,"SULT1A1","chr16","TSS1500","AluSg","SINE","Alu"
"cg07225829","16",28635371,"SULT1A1","chr16","TSS1500","AluSg","SINE","Alu"
"cg11651238","16",28635684,"SULT1A1","chr16","TSS1500","AluJr","SINE","Alu"
"cg06901762","16",28764329,"CTB-134H23.1","chr16","5'UTR","AluSz6","SINE","Alu"
"cg01409552","16",28830997,"","chr16","","AluSx4","SINE","Alu"
"cg03089512","16",28836251,"ATXN2L","chr16","Body","AluJb","SINE","Alu"
"cg10285387","16",28840343,"ATXN2L","chr16","Body","AluSx","SINE","Alu"
"cg12079797","16",28848698,"RP11-24N18.1","chr16","TSS200","AluSc","SINE","Alu"
"cg06929622","16",28874005,"SH2B1","chr16","TSS1500","AluSx1","SINE","Alu"
"cg07884168","16",28874307,"SH2B1","chr16","TSS1500","AluSx","SINE","Alu"
"cg01921831","16",28902303,"ATP2A1","chr16","Body","AluSz","SINE","Alu"
"cg26568756","16",28909946,"ATP2A1","chr16","Body","AluJo","SINE","Alu"
"cg08892952","16",28929659,"RABEP2","chr16","Body","AluSx1","SINE","Alu"
"cg19707453","16",28942477,"CD19","chr16","TSS1500","FAM","SINE","Alu"
"cg06644451","16",28942590,"CD19","chr16","TSS1500","FAM","SINE","Alu"
"cg08655480","16",28951070,"","chr16","","AluSz","SINE","Alu"
"cg22745280","16",28961805,"NFATC2IP","chr16","TSS1500","AluSz","SINE","Alu"
"cg26962295","16",28961797,"NFATC2IP","chr16","TSS1500","AluSz","SINE","Alu"
"cg01040394","16",28961900,"NFATC2IP","chr16","TSS1500","AluSz","SINE","Alu"
"cg27070729","16",28964954,"NFATC2IP","chr16","Body","AluJb","SINE","Alu"
"cg16804902","16",28969174,"MIR4517","chr16","TSS1500","AluSx","SINE","Alu"
"cg02862637","16",28969672,"MIR4517","chr16","TSS1500","AluSq","SINE","Alu"
"cg01866220","16",28969554,"MIR4517","chr16","TSS1500","AluSq","SINE","Alu"
"cg02515998","16",28978641,"RP11-264B17.2","chr16","TSS1500","AluJo","SINE","Alu"
"cg13959965","16",29003400,"RP11-264B17.5","chr16","TSS1500","AluSx","SINE","Alu"
"cg10217662","16",29004549,"","chr16","","AluJb","SINE","Alu"
"cg00821510","16",29085130,"RRN3P2","chr16","TSS1500","AluSz","SINE","Alu"
"cg03350017","16",29094312,"RRN3P2","chr16","Body","AluSp","SINE","Alu"
"cg00673109","16",29603204,"","chr16","","AluJb","SINE","Alu"
"cg09516898","16",29609463,"","chr16","","AluY","SINE","Alu"
"cg26751195","16",29673680,"SPN","chr16","TSS1500","AluSp","SINE","Alu"
"cg09946623","16",29673933,"SPN","chr16","TSS1500","AluSp","SINE","Alu"
"cg06321336","16",29684703,"","chr16","","AluJb","SINE","Alu"
"cg25023941","16",29690035,"QPRT","chr16","TSS1500","AluSx1","SINE","Alu"
"cg03493516","16",29742019,"","chr16","","AluJr","SINE","Alu"
"cg23299385","16",29789164,"ZG16","chr16","TSS1500","AluJr","SINE","Alu"
"cg03696684","16",29796122,"","chr16","","AluSg","SINE","Alu"
"cg02876297","16",29800596,"KIF22","chr16","TSS1500","AluSz","SINE","Alu"
"cg03849728","16",29830461,"C16orf53","chr16","Body","AluSx3","SINE","Alu"
"cg10857445","16",29839575,"MVP","chr16","5'UTR","AluSg","SINE","Alu"
"cg03946106","16",29849534,"MVP","chr16","Body","AluSx1","SINE","Alu"
"cg21258269","16",29871053,"CDIPT","chr16","Body","AluSz6","SINE","Alu"
"cg22954744","16",29871406,"CDIPT","chr16","Body","AluJb","SINE","Alu"
"cg05573149","16",29873613,"LOC440356","chr16","TSS1500","AluJr","SINE","Alu"
"cg06946850","16",29877776,"LOC440356","chr16","Body","AluJb","SINE","Alu"
"cg14227566","16",29938071,"KCTD13","chr16","TSS1500","FRAM","SINE","Alu"
"cg14616761","16",29938044,"KCTD13","chr16","TSS1500","FRAM","SINE","Alu"
"cg04936325","16",29937999,"KCTD13","chr16","TSS1500","FRAM","SINE","Alu"
"cg13435972","16",29970158,"TMEM219","chr16","5'UTR","AluSp","SINE","Alu"
"cg09477426","16",29975592,"TMEM219","chr16","Body","AluSg","SINE","Alu"
"cg15816615","16",30008814,"HIRIP3","chr16","TSS1500","AluSg","SINE","Alu"
"cg01795660","16",30024074,"DOC2A","chr16","TSS1500","AluSq","SINE","Alu"
"cg18142682","16",30025682,"DOC2A","chr16","TSS1500","AluY","SINE","Alu"
"cg04884171","16",30026667,"DOC2A","chr16","3'UTR","AluSx1","SINE","Alu"
"cg04019954","16",30034027,"C16orf92","chr16","TSS1500","AluSx1","SINE","Alu"
"cg03767562","16",30048176,"FAM57B","chr16","TSS1500","AluSx1","SINE","Alu"
"cg21200854","16",30048492,"FAM57B","chr16","TSS1500","AluJb","SINE","Alu"
"cg26933865","16",30087016,"PPP4C","chr16","TSS1500","AluSp","SINE","Alu"
"cg07753245","16",30087002,"PPP4C","chr16","TSS1500","AluSp","SINE","Alu"
"cg07437235","16",30087031,"PPP4C","chr16","TSS1500","AluSp","SINE","Alu"
"cg27165324","16",30090804,"PPP4C","chr16","Body","AluSq","SINE","Alu"
"cg26982323","16",30104947,"YPEL3","chr16","Body","AluY","SINE","Alu"
"cg12664505","16",30118482,"GDPD3","chr16","Body","AluJr","SINE","Alu"
"cg12610960","16",30122065,"GDPD3","chr16","Body","AluJo","SINE","Alu"
"cg16483251","16",30137596,"","chr16","","AluSz","SINE","Alu"
"cg02836733","16",30193321,"CORO1A","chr16","TSS1500","AluY","SINE","Alu"
"cg06836020","16",30293906,"LOC440354","chr16","Body","AluSx1","SINE","Alu"
"cg16349724","16",30343099,"LOC595101","chr16","Body","AluSx","SINE","Alu"
"cg05829975","16",30361294,"","chr16","","AluSq2","SINE","Alu"
"cg25104066","16",30388244,"MYLPF","chr16","Body","AluJb","SINE","Alu"
"cg15942641","16",30394232,"SEPT1","chr16","TSS200","AluJb","SINE","Alu"
"cg22404196","16",30394259,"SEPT1","chr16","TSS200","AluJb","SINE","Alu"
"cg21153648","16",30394785,"SEPT1","chr16","TSS1500","AluY","SINE","Alu"
"cg02258691","16",30394664,"Sep-01","chr16","TSS1500","AluY","SINE","Alu"
"cg00854392","16",30394532,"Sep-01","chr16","TSS1500","AluY","SINE","Alu"
"cg19289461","16",30394812,"Sep-01","chr16","TSS1500","AluJb","SINE","Alu"
"cg08953850","16",30403396,"Sep-01","chr16","3'UTR","AluY","SINE","Alu"
"cg21044248","16",30405414,"ZNF48","chr16","TSS1500","AluJr","SINE","Alu"
"cg21896383","16",30431104,"SNORA42","chr16","TSS200","AluSq2","SINE","Alu"
"cg03771456","16",30453862,"","chr16","","AluSz6","SINE","Alu"
"cg27124296","16",30457684,"SEPHS2","chr16","TSS1500","AluJb","SINE","Alu"
"cg10329333","16",30460223,"","chr16","","AluSx","SINE","Alu"
"cg08558354","16",30470590,"","chr16","","AluJb","SINE","Alu"
"cg22410442","16",30482089,"Y_RNA","chr16","TSS1500","AluJb","SINE","Alu"
"cg02606575","16",30483231,"ITGAL","chr16","TSS1500","AluJb","SINE","Alu"
"cg04404982","16",30483287,"ITGAL","chr16","TSS1500","AluJb","SINE","Alu"
"cg04444715","16",30499330,"ITGAL","chr16","Body","AluSx","SINE","Alu"
"cg25174637","16",30500104,"ITGAL","chr16","Body","AluJb","SINE","Alu"
"cg10236271","16",30511138,"ITGAL","chr16","Body","AluSx","SINE","Alu"
"cg03128614","16",30534807,"","chr16","","AluJr","SINE","Alu"
"cg01174674","16",30542883,"ZNF747","chr16","3'UTR","AluJb","SINE","Alu"
"cg17521795","16",30545145,"ZNF747","chr16","Body","AluJr","SINE","Alu"
"cg05194689","16",30563514,"","chr16","","AluSz","SINE","Alu"
"cg03199084","16",30574300,"","chr16","","AluSq2","SINE","Alu"
"cg16119448","16",30583955,"ZNF688","chr16","TSS1500","AluJr","SINE","Alu"
"cg05117124","16",30590996,"ZNF785","chr16","3'UTR","AluSz","SINE","Alu"
"cg16429105","16",30599761,"RP11-146F11.5","chr16","5'UTR","AluSx1","SINE","Alu"
"cg20625009","16",30609422,"RP11-146F11.5","chr16","5'UTR","AluSq2","SINE","Alu"
"cg07629796","16",30617029,"ZNF689","chr16","Body","AluSg","SINE","Alu"
"cg06894958","16",30625561,"ZNF689","chr16","3'UTR","AluJb","SINE","Alu"
"cg06323624","16",30642532,"","chr16","","AluSx","SINE","Alu"
"cg13277660","16",30644906,"","chr16","","AluJb","SINE","Alu"
"cg10786917","16",30664865,"PRR14","chr16","Body","AluJb","SINE","Alu"
"cg20393690","16",30665264,"PRR14","chr16","Body","AluSx1","SINE","Alu"
"cg20408875","16",30668458,"FBRS","chr16","TSS1500","AluSx","SINE","Alu"
"cg01853828","16",30684633,"","chr16","","AluJo","SINE","Alu"
"cg09036290","16",30685952,"","chr16","","AluSx","SINE","Alu"
"cg17613812","16",30686894,"U6","chr16","TSS200","AluJb","SINE","Alu"
"cg22754259","16",30686863,"U6","chr16","TSS200","AluJb","SINE","Alu"
"cg09370585","16",30706005,"","chr16","","AluSc","SINE","Alu"
"cg16628274","16",30713516,"SRCAP","chr16","Body","AluSc","SINE","Alu"
"cg22730959","16",30759296,"PHKG2","chr16","TSS1500","AluJr","SINE","Alu"
"cg03315662","16",30759178,"PHKG2","chr16","TSS1500","AluJr","SINE","Alu"
"cg13277179","16",30759310,"PHKG2","chr16","TSS1500","AluJr","SINE","Alu"
"cg02091607","16",30760815,"PHKG2","chr16","Body","AluSg","SINE","Alu"
"cg01334783","16",30782892,"RNF40","chr16","Body","AluY","SINE","Alu"
"cg00303262","16",30802416,"","chr16","","AluY","SINE","Alu"
"cg24923383","16",30809299,"","chr16","","AluJr","SINE","Alu"
"cg27213231","16",30813600,"","chr16","","AluSq2","SINE","Alu"
"cg10338112","16",30820353,"","chr16","","AluJo","SINE","Alu"
"cg02466173","16",30829666,"","chr16","","AluSx","SINE","Alu"
"cg05105354","16",30846894,"BCL7C","chr16","3'UTR","AluSx1","SINE","Alu"
"cg05873646","16",30848968,"BCL7C","chr16","3'UTR","AluSq2","SINE","Alu"
"cg02676580","16",30889049,"MIR4519","chr16","5'UTR","AluYk4","SINE","Alu"
"cg10337500","16",30902745,"BCL7C","chr16","Body","AluSq2","SINE","Alu"
"cg27312049","16",30910121,"CTF1","chr16","Body","AluJb","SINE","Alu"
"cg06407115","16",30931615,"NCRNA00095","chr16","Body","AluJr","SINE","Alu"
"cg04893543","16",30955043,"FBXL19","chr16","Body","AluSx","SINE","Alu"
"cg25934917","16",31037708,"","chr16","","AluJr","SINE","Alu"
"cg09905605","16",31053323,"RP11-196G11.2","chr16","TSS1500","AluY","SINE","Alu"
"cg06284528","16",31069465,"","chr16","","AluJb","SINE","Alu"
"cg16523805","16",31076912,"ZNF668","chr16","TSS1500","AluY","SINE","Alu"
"cg01700035","16",31077783,"ZNF668","chr16","5'UTR","AluJo","SINE","Alu"
"cg10192166","16",31077750,"ZNF668","chr16","TSS1500","AluJo","SINE","Alu"
"cg06295977","16",31113628,"","chr16","","AluSx","SINE","Alu"
"cg01954057","16",31118689,"BCKDK","chr16","TSS1500","AluSq","SINE","Alu"
"cg05496988","16",31126432,"KAT8","chr16","TSS1500","AluSz","SINE","Alu"
"cg03418659","16",31128414,"MYST1","chr16","TSS1500","AluSx","SINE","Alu"
"cg00351366","16",31136790,"KAT8","chr16","Body","AluSx","SINE","Alu"
"cg10197405","16",31148406,"PRSS8","chr16","TSS1500","AluSg","SINE","Alu"
"cg12441650","16",31148394,"PRSS8","chr16","TSS1500","AluSg","SINE","Alu"
"cg27447083","16",31162098,"PRSS36","chr16","TSS1500","AluJr","SINE","Alu"
"cg01390564","16",31162282,"PRSS36","chr16","TSS1500","AluJr","SINE","Alu"
"cg05880137","16",31172726,"","chr16","","AluSx3","SINE","Alu"
"cg02434330","16",31215087,"PYCARD","chr16","TSS1500","AluSx1","SINE","Alu"
"cg16413327","16",31215451,"PYCARD","chr16","TSS1500","AluSq","SINE","Alu"
"cg19462296","16",31223943,"TRIM72","chr16","TSS1500","AluSq2","SINE","Alu"
"cg23042052","16",31228720,"PYDC1","chr16","TSS1500","AluJo","SINE","Alu"
"cg09383106","16",31229770,"PYDC1","chr16","TSS1500","AluSx","SINE","Alu"
"cg27612447","16",31229759,"PYDC1","chr16","TSS1500","AluSx","SINE","Alu"
"cg03783948","16",31270860,"ITGAM","chr16","TSS1500","AluJr","SINE","Alu"
"cg15337006","16",31271009,"ITGAM","chr16","TSS1500","AluJr","SINE","Alu"
"cg09736526","16",31270808,"ITGAM","chr16","TSS1500","AluJr","SINE","Alu"
"cg21500549","16",31279120,"ITGAM","chr16","Body","AluJb","SINE","Alu"
"cg17765494","16",31403598,"ITGAD","chr16","TSS1500","AluJr","SINE","Alu"
"cg19434065","16",31403689,"ITGAD","chr16","TSS1500","AluJr","SINE","Alu"
"cg03087622","16",31403683,"ITGAD","chr16","TSS1500","AluJr","SINE","Alu"
"cg19359526","16",31414218,"ITGAD","chr16","Body","AluJo","SINE","Alu"
"cg14520014","16",31421180,"ITGAD","chr16","Body","AluJr","SINE","Alu"
"cg09650834","16",31440100,"COX6A2","chr16","TSS1500","AluJo","SINE","Alu"
"cg10955789","16",31454697,"ZNF843","chr16","TSS1500","AluJr","SINE","Alu"
"cg24156826","16",31465386,"RP11-452L6.1","chr16","TSS1500","FLAM_C","SINE","Alu"
"cg03042477","16",31472055,"ARMC5","chr16","Body","FAM","SINE","Alu"
"cg27605629","16",31491555,"","chr16","","AluSp","SINE","Alu"
"cg10062329","16",31506149,"C16orf58","chr16","Body","AluJo","SINE","Alu"
"cg27592424","16",31515409,"C16orf58","chr16","Body","AluSx1","SINE","Alu"
"cg09121243","16",31523127,"","chr16","","AluSc","SINE","Alu"
"cg09956747","16",31538556,"AHSP","chr16","TSS1500","AluSx1","SINE","Alu"
"cg02531193","16",31581150,"CSDAP1","chr16","TSS1500","AluSx","SINE","Alu"
"cg16778451","16",31581268,"CSDAP1","chr16","TSS1500","AluSx","SINE","Alu"
"cg16446484","16",31581309,"CSDAP1","chr16","TSS1500","AluSx","SINE","Alu"
"cg24804117","16",31707336,"","chr16","","AluSx1","SINE","Alu"
"cg07282454","16",31727741,"ZNF720","chr16","Body","AluJb","SINE","Alu"
"cg04789482","16",31997067,"RP11-1166P10.1","chr16","5'UTR","AluY","SINE","Alu"
"cg10342663","16",32201912,"RP11-17M15.1","chr16","5'UTR","AluSc8","SINE","Alu"
"cg05170856","16",32255825,"","chr16","","FLAM_C","SINE","Alu"
"cg01518259","16",32323497,"","chr16","","AluSz","SINE","Alu"
"cg01165426","16",32362057,"","chr16","","AluSz","SINE","Alu"
"cg12781248","16",32470884,"RP11-626K17.3","chr16","TSS1500","AluYf4","SINE","Alu"
"cg19409217","16",32470876,"RP11-626K17.3","chr16","TSS1500","AluYf4","SINE","Alu"
"cg00605545","16",33317852,"","chr16","","AluJo","SINE","Alu"
"cg03423138","16",33355024,"RP11-23E10.2","chr16","3'UTR","AluSz","SINE","Alu"
"cg04613165","16",33358227,"RP11-23E10.2","chr16","TSS1500","AluY","SINE","Alu"
"cg16742436","16",33367941,"RP11-23E10.4","chr16","TSS1500","AluSx","SINE","Alu"
"cg10286579","16",33388747,"","chr16","","AluJr","SINE","Alu"
"cg10214968","16",34252958,"","chr16","","AluSx3","SINE","Alu"
"cg04892646","16",34292178,"","chr16","","AluY","SINE","Alu"
"cg03650294","16",34378001,"RP11-244B22.11","chr16","TSS200","AluSc8","SINE","Alu"
"cg04797252","16",34380215,"","chr16","","AluSx","SINE","Alu"
"cg25190077","16",34380457,"","chr16","","AluSx","SINE","Alu"
"cg02523938","16",34409092,"","chr16","","AluSx3","SINE","Alu"
"cg08901632","16",34786998,"","chr16","","AluSc","SINE","Alu"
"cg27641419","16",46463126,"","chr16","","AluYb8","SINE","Alu"
"cg17036014","16",46517128,"ANKRD26P1","chr16","Body","AluSq","SINE","Alu"
"cg03266048","16",46651918,"SHCBP1","chr16","Body","AluSp","SINE","Alu"
"cg01673347","16",46713418,"VPS35","chr16","Body","AluJr","SINE","Alu"
"cg15369761","16",46727677,"ORC6","chr16","Body","AluJr4","SINE","Alu"
"cg16541299","16",46803082,"MYLK3","chr16","3'UTR","AluY","SINE","Alu"
"cg26620288","16",46821679,"MYLK3","chr16","3'UTR","AluSq2","SINE","Alu"
"cg08382918","16",46898450,"","chr16","","AluJr","SINE","Alu"
"cg14274477","16",46954071,"GPT2","chr16","Body","AluJr","SINE","Alu"
"cg11399959","16",46965657,"","chr16","","AluSx","SINE","Alu"
"cg06986489","16",47011839,"RP11-169E6.1","chr16","5'UTR","AluJr4","SINE","Alu"
"cg02032271","16",47043814,"RP11-169E6.4","chr16","5'UTR","AluSx1","SINE","Alu"
"cg07131553","16",47068248,"RP11-169E6.4","chr16","5'UTR","AluJb","SINE","Alu"
"cg23984390","16",47502300,"PHKB","chr16","Body","AluSq2","SINE","Alu"
"cg23422594","16",47562884,"PHKB","chr16","Body","AluSg4","SINE","Alu"
"cg13083440","16",47891760,"LOC101927132","chr16","TSS1500","AluJr","SINE","Alu"
"cg09312996","16",48181991,"ABCC12","chr16","TSS1500","AluSx","SINE","Alu"
"cg22643233","16",48182007,"ABCC12","chr16","TSS1500","AluSx","SINE","Alu"
"cg06556391","16",48192785,"","chr16","","AluSx","SINE","Alu"
"cg24246947","16",48277630,"LONP2","chr16","TSS1500","AluSx1","SINE","Alu"
"cg03354717","16",48277879,"LONP2","chr16","TSS1500","AluSx1","SINE","Alu"
"cg13031987","16",48277624,"LONP2","chr16","TSS1500","AluSx1","SINE","Alu"
"cg04779243","16",48277640,"LONP2","chr16","TSS1500","AluSx1","SINE","Alu"
"cg26492825","16",48282699,"MIR548AE2","chr16","Body","AluJo","SINE","Alu"
"cg26351511","16",48291984,"MIR548AE2","chr16","Body","AluY","SINE","Alu"
"cg04939900","16",48411586,"SIAH1","chr16","5'UTR","AluSz","SINE","Alu"
"cg12954379","16",48431231,"MIR5095","chr16","Body","AluJr","SINE","Alu"
"cg14691307","16",48442651,"MIR5095","chr16","Body","AluSx","SINE","Alu"
"cg04433936","16",48447863,"MIR5095","chr16","ExonBnd","AluSx","SINE","Alu"
"ch.16.47020004F","16",48462503,"SIAH1","chr16","5'UTR","AluSz","SINE","Alu"
"cg10969470","16",48479405,"MIR5095","chr16","Body","AluSz","SINE","Alu"
"cg10849147","16",48586328,"MIR5095","chr16","Body","AluSx4","SINE","Alu"
"cg11063021","16",48586336,"MIR5095","chr16","Body","AluSx4","SINE","Alu"
"cg04862658","16",48619898,"MIR5095","chr16","Body","AluSz","SINE","Alu"
"cg08033285","16",48638251,"N4BP1","chr16","Body","AluJb","SINE","Alu"
"cg08435780","16",49749891,"ZNF423","chr16","Body","AluJr","SINE","Alu"
"cg04165933","16",49833847,"ZNF423","chr16","Body","AluJb","SINE","Alu"
"cg05063097","16",49861680,"ZNF423","chr16","TSS1500","AluJr","SINE","Alu"
"cg00509898","16",49894167,"","chr16","","AluSq10","SINE","Alu"
"cg10103762","16",50022595,"","chr16","","AluSc8","SINE","Alu"
"cg01323274","16",50058066,"TMEM188","chr16","TSS1500","AluSz6","SINE","Alu"
"cg16450200","16",50099606,"HEATR3","chr16","TSS1500","AluJr","SINE","Alu"
"cg03823044","16",50185806,"PAPD5","chr16","TSS1500","AluJo","SINE","Alu"
"cg21452432","16",50185838,"PAPD5","chr16","TSS1500","AluJo","SINE","Alu"
"cg12719417","16",50228564,"PAPD5","chr16","Body","AluJb","SINE","Alu"
"cg21876255","16",50231479,"PAPD5","chr16","Body","AluSz6","SINE","Alu"
"cg00159952","16",50247001,"PAPD5","chr16","Body","AluSx1","SINE","Alu"
"cg08168585","16",50276772,"","chr16","","AluSx1","SINE","Alu"
"cg25413874","16",50321390,"ADCY7","chr16","TSS1500","AluJr","SINE","Alu"
"cg17586305","16",50387271,"BRD7","chr16","Body","AluJr","SINE","Alu"
"cg09722826","16",50780248,"CYLD","chr16","5'UTR","AluJb","SINE","Alu"
"cg02449205","16",50916714,"CTD-2034I21.2","chr16","5'UTR","AluJr","SINE","Alu"
"cg24313459","16",50916688,"CTD-2034I21.2","chr16","5'UTR","AluJr","SINE","Alu"
"ch.16.50217098R","16",51659597,"","chr16","","AluJr","SINE","Alu"
"cg16151374","16",53056651,"","chr16","","AluSq","SINE","Alu"
"cg01687389","16",53064480,"","chr16","","AluSz","SINE","Alu"
"cg26909817","16",53218077,"CHD9","chr16","Body","AluY","SINE","Alu"
"cg00590383","16",53410108,"RP11-44F14.2","chr16","5'UTR","AluYc","SINE","Alu"
"cg26924858","16",53420225,"RP11-44F14.8","chr16","TSS1500","AluY","SINE","Alu"
"cg17331051","16",53477898,"RBL2","chr16","Body","AluSq2","SINE","Alu"
"cg22562509","16",53478714,"RBL2","chr16","Body","AluSz","SINE","Alu"
"cg06393130","16",53481848,"RBL2","chr16","Body","AluSx","SINE","Alu"
"cg26589132","16",53481625,"RBL2","chr16","Body","AluSx","SINE","Alu"
